applicant_id,name,mobile,state,district,occupation,years_in_occupation,applicant_type,monthly_income_estimate,income_seasonality,upi_transactions_per_month,upi_avg_ticket_size,upi_merchant_diversity,upi_consistency_score,upi_inflow_outflow_ratio,utility_electric_on_time_pct,utility_water_streak_months,utility_mobile_recharge_amt,bank_avg_monthly_balance,bank_income_credit_regularity,bank_zero_balance_months_past_12,mgnrega_days_worked,mgnrega_wage_regularity,mobile_sim_age_months,mobile_sim_changes_2yr,mobile_data_usage_trend,trade_regular_suppliers,trade_regular_customers,trade_monthly_purchase_value,trade_tenure_years,asset_ownership_status,asset_years_at_address,asset_vehicle,social_shg_member,social_shg_tenure_years,social_mfi_repaid_count,repayment_probability
2034c27c,Leena Batra,+914727426146,Maharashtra,Tirupati,Food Stall Owner,4,Partnership,11781.48,Irregular,12,506.83,3,0.1,1.12,41.1,4,699,1838.4,0.12,5,100,0.82,18,2,0.62,1,70,6663.93,4,Own House,7,None,0,0,0,0
4237cbc2,Advika Konda,+912291917884,West Bengal,Muzaffarpur,Transport Worker,2,Proprietorship,23872.67,Stable,16,724.12,4,0.42,1.49,67.14,6,499,1800.66,0.42,5,0,0.47,12,3,0.44,3,14,11523.31,2,Rented,6,Two-Wheeler,0,0,0,0
79a77ab3,Ishita Choudhury,07478257927,West Bengal,Dharmavaram,Domestic Worker,5,Partnership,39753.35,Irregular,48,881.35,14,1.0,0.88,100.0,10,199,6937.83,0.93,1,50,0.37,34,0,0.72,13,63,25303.41,5,Rented,5,Two-Wheeler,1,2,1,1
1dad4ecb,Janya Bora,2296059907,Rajasthan,Thane,Small Trader,5,Partnership,49418.55,Seasonal,25,1899.04,7,0.94,1.32,81.06,8,499,13924.36,1.0,0,30,0.74,32,0,0.43,7,96,33133.31,5,Rented,9,Two-Wheeler,1,3,1,1
a875ff0f,Chandresh Nadig,6360624651,Maharashtra,Kirari Suleman Nagar,Daily Wage Worker,7,Partnership,33804.65,Stable,26,2192.81,7,0.96,1.38,100.0,10,299,4725.42,0.92,0,0,0.72,38,1,0.47,20,138,22807.03,7,Family,11,Two-Wheeler,0,0,0,1
bf73de7a,Noah Nori,+915418424673,Rajasthan,Kolkata,Transport Worker,7,Individual,22546.34,Stable,36,1855.07,10,0.89,1.15,70.23,7,199,14509.0,0.79,2,0,0.31,17,0,-0.15,12,70,17616.06,7,Rented,10,None,0,0,0,1
579b7022,Ishaan Sami,+913967217367,Rajasthan,Purnia,Transport Worker,7,Partnership,38550.51,Seasonal,51,2557.46,15,0.87,0.85,90.76,9,299,3803.95,0.85,1,100,0.65,44,0,0.34,5,73,29226.62,7,Rented,14,Two-Wheeler,0,0,2,1
f26c9fef,Yagnesh Manne,+910669863744,Rajasthan,Sasaram,Small Trader,2,Proprietorship,29203.42,Seasonal,64,2926.1,19,0.75,1.29,84.51,8,499,7893.62,0.69,0,50,0.57,32,0,0.69,2,14,17806.09,2,Own House,4,None,0,0,1,1
763a2fbe,Ekapad Batta,8737662299,West Bengal,Hyderabad,Daily Wage Worker,5,Proprietorship,43906.09,Irregular,62,1258.76,18,0.56,0.88,80.95,8,299,7543.42,0.53,0,100,0.56,27,0,0.6,11,56,23423.09,5,Own House,10,Two-Wheeler,0,0,0,1
4738241b,Veda Tara,02432850027,Uttar Pradesh,Aurangabad,Street Vendor,2,Proprietorship,36897.78,Stable,52,1929.02,15,1.0,0.91,95.54,9,499,8327.62,1.0,1,100,0.53,34,0,-0.15,2,25,21892.11,2,Own House,7,Two-Wheeler,1,2,0,1
46104c79,Saksham Ratti,+916964228701,Tamil Nadu,Gopalpur,Food Stall Owner,1,Partnership,6455.25,Seasonal,2,188.89,1,0.1,0.98,31.63,3,299,2776.63,0.09,7,0,0.35,8,3,0.39,1,15,3537.29,1,Own House,3,None,1,1,0,0
eabb49cb,Bhanumati Bora,00313868150,West Bengal,Giridih,Transport Worker,4,Proprietorship,18536.6,Stable,34,2230.4,10,0.8,1.17,82.71,8,499,14953.76,0.85,1,100,0.83,47,0,0.25,2,42,10485.26,4,Own House,7,None,1,3,2,1
9484c418,Anay Vig,+918837412226,Rajasthan,Bhalswa Jahangir Pur,Food Stall Owner,1,Proprietorship,7232.75,Stable,14,512.74,4,0.43,1.15,0.0,0,499,2639.04,0.34,3,0,0.86,10,1,0.16,1,7,3987.13,1,Family,4,Goods Vehicle,1,3,0,0
3cfdeee8,Nidhi Shankar,+912616803453,Tamil Nadu,Nanded,Artisan,5,Partnership,36525.25,Irregular,60,2351.92,18,0.81,1.44,100.0,10,299,6032.88,0.71,2,50,0.78,28,0,0.45,10,84,27613.17,5,Own House,7,Two-Wheeler,1,1,1,1
d83112dd,Wahab Chopra,9312592627,Uttar Pradesh,Jalgaon,Small Trader,5,Partnership,23249.05,Stable,40,2941.03,12,0.89,1.19,91.0,9,199,8449.56,0.84,0,0,0.77,34,0,0.77,0,85,12095.91,5,Rented,8,None,1,1,0,1
fb1a3bcb,Faraj Rout,05696620539,Tamil Nadu,Yamunanagar,Daily Wage Worker,6,Individual,41981.93,Irregular,44,2221.01,13,1.0,1.05,74.42,7,699,12467.43,1.0,0,0,0.38,47,0,0.75,8,46,25892.79,6,Own House,3,None,0,0,1,1
cf430b2c,Chaitanya Hans,9020497265,Maharashtra,Pondicherry,Construction Worker,8,Partnership,22199.05,Seasonal,49,2436.58,14,0.66,1.26,94.56,9,499,1587.32,0.57,3,0,0.86,57,0,0.02,8,91,12781.37,8,Family,11,Two-Wheeler,0,0,2,1
a173e509,Yashica Puri,1218596958,Maharashtra,Maheshtala,Transport Worker,3,Individual,46701.49,Irregular,39,782.1,11,0.92,1.49,93.37,9,299,3306.23,0.84,1,0,0.59,29,0,0.3,2,47,35021.39,3,Own House,10,Two-Wheeler,0,0,0,1
2377230e,Chakradhar Sarkar,5071449754,Tamil Nadu,Bhiwani,Tailor,8,Proprietorship,33925.71,Stable,18,1705.66,5,0.7,1.15,94.21,9,699,12323.06,0.65,0,30,0.81,53,1,0.78,15,69,15779.73,8,Own House,8,None,0,0,2,1
aa4144b5,Ekta Dhar,3033138958,West Bengal,Amritsar,Artisan,5,Partnership,24695.89,Stable,41,2655.84,12,0.95,1.12,78.68,7,499,10439.07,1.0,0,0,0.8,42,0,0.23,4,44,15175.05,5,Rented,1,Two-Wheeler,1,1,0,1
fe135d5d,Omya Gala,07206460387,Uttar Pradesh,Latur,Street Vendor,4,Individual,26255.4,Irregular,32,730.73,9,1.0,1.49,88.03,8,499,8163.2,0.97,0,0,0.76,38,0,0.33,8,23,12053.74,4,Own House,7,None,1,2,0,1
fe147d47,Ryan Sankar,6086926949,Rajasthan,Nadiad,Small Trader,6,Partnership,21886.56,Stable,27,2739.13,8,0.85,1.31,83.96,8,199,7993.68,0.82,1,30,0.36,19,0,0.79,11,88,10495.84,6,Family,10,Two-Wheeler,1,1,2,1
518019eb,Inaya Bail,3277140468,Uttar Pradesh,Mumbai,Artisan,6,Individual,23424.24,Irregular,47,803.75,14,0.83,1.33,88.35,8,199,10041.35,0.93,1,50,0.33,33,0,0.12,13,54,14425.18,6,Own House,6,None,0,0,0,1
c6c39d62,Ronith Narayanan,06385466958,West Bengal,Hajipur,Street Vendor,4,Proprietorship,29147.7,Irregular,62,1623.71,18,0.64,1.44,100.0,10,199,3312.42,0.62,0,30,0.78,33,0,0.23,2,79,22811.82,4,Family,7,None,1,3,1,1
9085b534,Leena Bora,9002253519,Tamil Nadu,Kolhapur,Food Stall Owner,3,Proprietorship,29070.95,Irregular,49,2322.35,14,0.74,1.47,92.77,9,499,1000.43,0.82,0,100,0.35,50,0,0.35,3,42,16148.64,3,Family,4,Two-Wheeler,1,2,2,1
7e85cb10,Harita Wable,5386783722,Uttar Pradesh,Panvel,Food Stall Owner,3,Partnership,16072.84,Seasonal,48,1144.21,14,0.96,1.49,88.89,8,699,11180.37,0.97,0,30,0.65,21,0,0.24,6,36,12044.49,3,Rented,4,Goods Vehicle,1,3,2,1
d722d0ca,Vansha Reddy,01435508383,Maharashtra,Ulhasnagar,Artisan,6,Individual,25268.64,Seasonal,15,1677.78,4,0.72,0.92,88.12,8,299,13007.18,0.77,1,30,0.82,30,0,-0.17,11,98,17783.93,6,Own House,4,Goods Vehicle,1,3,0,1
6f984f63,Libni Wali,+910533047699,Rajasthan,Serampore,Farmer,5,Proprietorship,27616.21,Stable,16,1436.83,4,0.58,1.48,81.11,8,699,9667.3,0.59,0,50,0.33,22,0,0.65,13,86,12459.88,5,Rented,13,Two-Wheeler,1,3,1,1
bceab887,Mahika Nagy,06992359098,West Bengal,Eluru,Daily Wage Worker,6,Proprietorship,30746.95,Stable,69,2645.93,20,0.8,0.8,96.01,9,199,14041.49,0.71,2,50,0.53,18,0,0.25,17,61,17860.08,6,Own House,9,Two-Wheeler,1,4,3,1
6297df9f,Watika Halder,01570906352,Uttar Pradesh,Hazaribagh,Food Stall Owner,3,Partnership,42649.11,Seasonal,59,2343.43,17,0.86,1.47,88.28,8,499,11466.36,0.93,1,0,0.9,23,0,0.09,2,22,19858.51,3,Family,5,Auto,1,3,1,1
7988e2ef,Hemang Nigam,6185646367,West Bengal,Allahabad,Artisan,8,Individual,45313.55,Stable,40,2048.47,12,0.53,1.19,74.65,7,699,5623.99,0.55,0,0,0.45,38,1,0.27,11,63,29944.88,8,Own House,11,Two-Wheeler,1,3,2,1
133dedfd,Anmol Manda,8009121149,Uttar Pradesh,Delhi,Small Trader,4,Proprietorship,34401.29,Seasonal,33,1321.86,9,0.93,0.81,100.0,10,699,5659.46,0.97,1,30,0.87,45,1,0.62,7,35,16563.77,4,Family,5,Two-Wheeler,1,1,2,1
e8265809,Timothy Mall,+918855479629,Maharashtra,Bareilly,Tailor,5,Proprietorship,29295.86,Seasonal,24,2308.55,7,0.69,1.14,81.59,8,199,4082.56,0.77,0,30,0.51,38,0,0.48,8,45,22014.43,5,Own House,10,None,1,3,0,1
8f223711,Qushi Walla,+914729050699,Uttar Pradesh,Pondicherry,Food Stall Owner,7,Partnership,30902.09,Seasonal,54,2075.62,16,0.92,1.11,79.83,7,199,6986.42,0.86,2,100,0.58,29,1,-0.17,4,64,21173.62,7,Own House,8,None,1,2,0,1
37a38fd1,Harsh Aurora,+918499481033,Maharashtra,Akola,Daily Wage Worker,1,Individual,10303.62,Stable,12,851.72,3,0.37,1.43,0.0,0,499,2823.42,0.36,3,0,0.37,3,3,0.71,2,7,4279.85,1,Own House,4,Goods Vehicle,0,0,0,0
24c254ff,Dev Babu,5942578563,Maharashtra,Tirunelveli,Farmer,1,Proprietorship,46380.11,Stable,48,2726.65,14,0.96,0.99,100.0,10,699,7015.43,1.0,1,0,0.48,38,0,0.36,1,11,29969.36,1,Rented,3,Two-Wheeler,1,3,1,1
a82f08df,Sarthak Apte,2955545848,Tamil Nadu,Jammu,Farmer,1,Partnership,29441.76,Stable,66,2239.05,19,0.97,1.21,84.27,8,499,2301.87,1.0,0,0,0.66,29,0,0.4,0,9,19272.47,1,Own House,4,None,0,0,3,1
6871f26a,Kiaan Basu,09355266014,Tamil Nadu,Amaravati,Farmer,3,Proprietorship,6606.33,Irregular,8,773.73,2,0.44,1.11,71.37,7,299,355.19,0.4,3,100,0.76,9,2,0.73,2,30,3869.37,3,Family,2,None,1,2,0,0
7ad31181,Forum Shere,03833174245,Tamil Nadu,Sangli-Miraj & Kupwad,Domestic Worker,3,Partnership,35014.01,Seasonal,51,1134.11,15,0.74,1.4,82.38,8,699,2636.3,0.72,0,100,0.57,27,0,-0.18,5,33,17787.93,3,Rented,6,None,0,0,0,1
535fe7d0,Faras Uppal,+917110854644,Maharashtra,Pali,Artisan,6,Proprietorship,43858.72,Stable,54,661.23,16,1.0,1.1,78.02,7,499,14846.4,1.0,0,0,0.64,63,0,0.46,4,49,26111.28,6,Rented,10,Two-Wheeler,1,3,1,1
749ea53e,Gaurang Sanghvi,4142185955,Rajasthan,Bhilai,Tailor,5,Proprietorship,17171.45,Stable,27,677.89,8,1.0,0.83,100.0,10,499,13292.47,1.0,1,0,0.35,61,0,-0.03,1,34,10430.36,5,Family,4,None,0,0,1,1
d71ff164,Girindra Konda,04959758452,Maharashtra,Suryapet,Daily Wage Worker,8,Individual,17027.22,Irregular,75,1985.99,22,0.69,1.46,83.71,8,499,12501.18,0.68,0,100,0.72,30,0,0.02,1,121,11268.69,8,Own House,6,Two-Wheeler,0,0,2,1
c154757e,Nakul Karnik,+919046729791,Uttar Pradesh,Jalna,Transport Worker,7,Partnership,47988.6,Seasonal,46,2366.94,13,0.92,1.32,95.46,9,299,7246.82,0.99,0,0,0.8,16,0,0.02,16,117,31331.11,7,Own House,4,None,0,0,1,1
c65fe51a,Jyoti Garg,00161028684,Maharashtra,Kirari Suleman Nagar,Tailor,3,Individual,49806.01,Stable,25,1416.17,7,0.8,1.21,98.67,9,299,5312.85,0.77,1,30,0.56,72,0,0.15,5,45,37138.7,3,Own House,7,Auto,0,0,1,1
53746edf,Dayita Khanna,+919051101935,Rajasthan,Karaikudi,Artisan,1,Individual,42481.16,Stable,46,1981.04,13,0.59,0.89,91.22,9,199,3387.34,0.65,0,30,0.85,32,0,0.06,1,9,25829.7,1,Own House,8,Two-Wheeler,1,1,0,1
cf2bbfa4,Theodore Edwin,+913829662367,Tamil Nadu,Bidhannagar,Food Stall Owner,1,Partnership,19632.16,Irregular,15,331.21,4,0.51,0.89,27.05,2,499,2528.36,0.47,10,0,0.62,2,1,0.59,1,9,9112.26,1,Family,1,Two-Wheeler,0,0,0,0
24a47b76,Sudiksha Sachar,+910003474660,Rajasthan,Loni,Farmer,7,Proprietorship,46578.27,Seasonal,40,2693.39,12,0.87,1.19,96.58,9,199,4201.72,0.88,0,0,0.8,56,0,-0.06,9,129,34390.59,7,Rented,13,None,0,0,1,1
a3c89d99,Yadavi Swamy,+916872199785,Tamil Nadu,North Dumdum,Street Vendor,3,Individual,45583.76,Irregular,43,2777.2,12,0.65,1.05,90.85,9,699,11802.0,0.58,2,0,0.56,36,0,0.29,2,46,32870.74,3,Family,4,Two-Wheeler,1,4,0,1
6db6e5ee,Orinder Sehgal,+917797461308,Maharashtra,Ratlam,Street Vendor,2,Proprietorship,25962.22,Stable,44,825.12,13,0.62,0.86,85.86,8,499,6247.25,0.72,2,50,0.32,21,0,0.77,4,39,15347.6,2,Own House,4,None,1,1,0,1
d7e47e0f,David Wason,02711508956,Tamil Nadu,Amritsar,Small Trader,4,Proprietorship,35882.07,Stable,48,631.61,14,0.72,0.81,88.44,8,699,13552.0,0.73,0,0,0.89,43,0,-0.17,11,57,22371.85,4,Own House,5,Two-Wheeler,1,2,2,1
e28467e2,Madhavi Dada,03599139858,Tamil Nadu,Rohtak,Daily Wage Worker,6,Partnership,27038.52,Stable,46,2332.5,13,0.88,1.03,92.0,9,199,12493.73,0.8,2,30,0.78,33,1,-0.1,10,71,12099.29,6,Family,8,None,0,0,1,1
52286023,Vivaan Thaman,00835491202,West Bengal,Bettiah,Tailor,5,Proprietorship,22480.78,Seasonal,37,992.38,11,0.59,0.91,85.44,8,199,9174.02,0.58,0,30,0.55,18,0,-0.16,7,66,14017.59,5,Family,4,Two-Wheeler,1,3,0,1
7fe79015,Qabil Kara,+918987828165,West Bengal,Gopalpur,Transport Worker,5,Individual,31120.39,Stable,27,2751.9,8,0.77,0.84,96.56,9,199,7884.33,0.73,0,30,0.53,20,0,0.7,1,29,23987.65,5,Own House,3,Goods Vehicle,1,4,0,1
63a78654,Hema Dewan,5053366046,Uttar Pradesh,Tirunelveli,Domestic Worker,1,Proprietorship,20664.43,Stable,19,230.6,5,0.1,0.98,45.37,4,299,1833.95,0.12,5,0,0.73,8,2,0.08,2,5,10607.56,1,Family,1,Two-Wheeler,0,0,0,0
a810fac1,Chaitaly Subramaniam,3436560791,Uttar Pradesh,Durgapur,Tailor,7,Individual,31812.95,Seasonal,38,2963.22,11,1.0,1.17,83.22,8,199,6501.85,1.0,1,100,0.65,38,0,0.53,15,74,15793.03,7,Family,7,None,0,0,2,1
bfb87ebc,Netra Shankar,+916847889660,Uttar Pradesh,Berhampore,Construction Worker,7,Partnership,29062.76,Seasonal,18,1693.0,5,0.91,1.03,82.35,8,499,10878.9,1.0,0,0,0.68,30,0,0.07,5,133,15092.55,7,Own House,11,None,0,0,0,1
df599fb1,Hemangini Thakur,6501210023,Maharashtra,Panihati,Food Stall Owner,6,Partnership,42188.75,Stable,30,2183.55,9,0.93,0.95,92.51,9,499,2100.77,0.96,0,50,0.42,46,1,0.73,6,39,28728.94,6,Family,4,None,0,0,0,1
9b02f70f,Ojasvi Srivastava,+919998905195,Uttar Pradesh,Bihar Sharif,Farmer,7,Proprietorship,21849.94,Seasonal,39,2550.63,11,0.65,1.22,100.0,10,499,7412.4,0.72,1,100,0.85,11,0,0.15,1,56,12399.36,7,Rented,6,None,0,0,0,1
d94c71d8,Keya Venkatesh,04734354786,West Bengal,Purnia,Farmer,7,Partnership,43587.28,Seasonal,30,954.03,9,0.92,1.18,87.48,8,299,12293.71,0.82,2,0,0.77,28,0,0.38,19,39,22060.85,7,Own House,4,None,0,0,0,1
bf5e8dea,Krishna Patil,06620581797,West Bengal,Bhusawal,Daily Wage Worker,5,Proprietorship,24530.76,Stable,47,1185.14,14,0.65,0.92,100.0,10,199,12616.39,0.72,1,100,0.53,47,1,0.32,0,37,17054.11,5,Family,10,Auto,0,0,1,1
93b5dc39,Jack Narayan,+917732496872,Tamil Nadu,Morbi,Food Stall Owner,5,Individual,40741.22,Stable,41,2645.92,12,0.7,1.24,85.8,8,299,5565.48,0.76,0,100,0.5,49,0,0.32,14,77,27247.34,5,Own House,6,Auto,1,3,0,1
89b83a3c,Qarin Kapur,00903165414,Tamil Nadu,Avadi,Daily Wage Worker,7,Proprietorship,19642.56,Stable,41,2846.03,12,0.8,0.9,72.49,7,199,6468.31,0.75,0,30,0.82,28,1,0.18,7,99,12831.09,7,Rented,12,None,1,1,1,1
026bd5dc,Advay Agarwal,07991365380,West Bengal,Dewas,Transport Worker,2,Individual,42015.02,Stable,28,716.06,8,0.92,1.15,81.09,8,199,8676.49,0.87,2,30,0.74,42,1,-0.01,2,19,32721.9,2,Rented,1,Two-Wheeler,0,0,0,1
e24fb0e3,Yasti Krishnamurthy,+913020124132,Uttar Pradesh,Imphal,Farmer,4,Proprietorship,44888.67,Seasonal,62,2732.73,18,0.77,0.89,95.94,9,299,9772.3,0.8,0,50,0.78,33,1,0.08,2,77,18114.61,4,Own House,9,None,0,0,2,1
9b51e1ab,Yachana Palan,+917274641138,Uttar Pradesh,Amroha,Small Trader,3,Proprietorship,10877.8,Stable,5,151.21,1,0.38,1.29,34.55,3,499,2795.48,0.36,3,100,0.81,1,1,-0.19,5,32,5649.41,3,Own House,2,Auto,1,3,0,0
e3a19daa,Unnati Mohanty,9790025066,Uttar Pradesh,Warangal,Small Trader,3,Proprietorship,33413.29,Stable,28,2341.18,8,0.94,1.48,74.27,7,299,5418.87,1.0,0,50,0.89,34,0,0.04,6,47,21482.4,3,Rented,2,None,1,3,0,1
e83578c6,Tanay Goel,7290180690,Uttar Pradesh,Ongole,Tailor,5,Partnership,48935.46,Seasonal,48,2804.69,14,0.93,1.18,88.84,8,199,6441.48,0.89,0,100,0.34,29,0,0.79,11,39,19682.28,5,Rented,4,None,1,3,1,1
9c9ef289,Dayamai Hegde,+911723073815,West Bengal,Haldia,Construction Worker,9,Partnership,22676.21,Seasonal,73,2317.83,21,0.67,0.96,85.11,8,199,4688.63,0.68,0,0,0.86,41,0,0.71,15,92,12527.67,9,Own House,8,Two-Wheeler,1,4,1,1
7e26b966,Nirja Banerjee,1667762125,Maharashtra,Katihar,Food Stall Owner,4,Individual,47741.96,Seasonal,37,2821.58,11,0.63,1.13,93.24,9,299,3106.61,0.71,0,50,0.75,41,0,0.38,10,69,33553.97,4,Own House,6,None,0,0,0,1
3f08bc96,Ganga Baral,04341293647,Uttar Pradesh,Pondicherry,Farmer,5,Individual,24259.12,Stable,85,2814.38,25,0.88,1.19,79.45,7,299,14024.92,0.84,2,0,0.66,43,0,-0.18,3,74,10014.77,5,Rented,4,None,1,2,0,1
3630afef,Charles Bakshi,+914685476978,Rajasthan,Bhopal,Tailor,2,Partnership,15339.04,Seasonal,51,2866.89,15,0.9,0.84,83.09,8,499,4470.23,0.94,2,50,0.56,52,0,0.63,4,16,7522.75,2,Own House,4,Two-Wheeler,1,2,0,1
09aae051,Sai Swamy,03923347525,Rajasthan,Bidhannagar,Daily Wage Worker,2,Individual,18274.58,Stable,41,541.68,12,0.75,1.47,94.89,9,699,3961.09,0.79,0,30,0.54,20,0,0.56,0,10,7455.83,2,Family,1,None,0,0,2,1
0ad752ae,Aradhana Reddy,04305521720,Uttar Pradesh,Cuttack,Construction Worker,5,Partnership,23587.22,Irregular,33,1473.24,9,0.66,1.46,76.48,7,199,11066.64,0.66,1,0,0.32,60,0,0.06,8,28,14118.05,5,Own House,1,None,0,0,0,1
7c776403,Saumya Borde,4278402127,Tamil Nadu,Kalyan-Dombivli,Artisan,5,Individual,31686.39,Stable,4,1176.69,1,0.81,1.15,86.31,8,499,6540.43,0.75,1,0,0.56,43,0,-0.13,12,34,24120.91,5,Rented,6,Two-Wheeler,1,4,0,1
2d534682,Anvi Nayak,+918383572598,Rajasthan,Rewa,Farmer,6,Partnership,29391.91,Stable,28,1506.02,8,0.76,1.1,95.94,9,199,10674.78,0.82,0,100,0.74,29,0,0.33,5,74,15283.11,6,Own House,3,Two-Wheeler,1,4,0,1
33792ada,Imaran Bath,05067090988,Rajasthan,Farrukhabad,Artisan,4,Individual,25913.56,Stable,52,1765.35,15,0.66,0.84,88.56,8,499,9971.57,0.6,1,0,0.33,24,0,0.79,0,61,20561.68,4,Own House,4,None,1,2,0,1
397a1e19,Ishani Bal,+914971316259,Tamil Nadu,Narasaraopet,Small Trader,3,Proprietorship,25287.09,Seasonal,70,2232.3,21,0.74,1.13,100.0,10,199,13811.38,0.74,2,100,0.64,28,0,0.43,4,17,12470.16,3,Own House,6,Two-Wheeler,1,1,1,1
2846779e,Harrison Shetty,09870371357,West Bengal,Morena,Artisan,1,Partnership,42866.51,Seasonal,20,1628.56,6,0.93,1.12,97.71,9,499,9883.49,0.91,0,50,0.45,44,1,-0.08,0,16,20979.35,1,Own House,1,Goods Vehicle,0,0,0,1
bb5a0cba,Damini Krishnan,+912411434514,Rajasthan,Suryapet,Food Stall Owner,5,Proprietorship,25669.34,Stable,11,2219.78,3,0.74,1.26,97.52,9,699,3701.78,0.73,1,50,0.62,20,0,0.53,0,91,17485.87,5,Family,5,Goods Vehicle,0,0,0,1
462af7ef,Pranav Chauhan,+911579018321,West Bengal,Hazaribagh,Artisan,8,Individual,37575.34,Stable,63,1919.6,18,0.74,1.07,91.86,9,499,14304.81,0.72,2,30,0.62,31,0,0.07,11,129,18115.4,8,Family,5,None,1,2,0,1
1090b188,Siya Chana,0361411881,West Bengal,Tiruppur,Food Stall Owner,4,Partnership,27165.0,Stable,61,2817.94,18,0.89,0.86,84.66,8,499,3133.82,0.96,0,100,0.8,37,1,0.58,8,22,14159.79,4,Family,7,None,0,0,2,1
73f19e4c,Mitesh Goda,+910789486759,Maharashtra,Fatehpur,Domestic Worker,5,Individual,17967.72,Stable,39,678.14,11,0.83,0.92,81.98,8,199,5151.5,0.84,2,0,0.31,28,0,-0.12,14,47,12715.56,5,Rented,8,Two-Wheeler,1,1,2,1
890b16e0,Ridhi Sen,03244053471,West Bengal,Akola,Construction Worker,3,Proprietorship,46327.98,Stable,42,1605.98,12,0.8,1.1,90.58,9,699,5739.76,0.85,0,50,0.62,29,0,0.08,0,45,34519.36,3,Rented,7,Two-Wheeler,0,0,3,1
9c6a4576,Bhavna Ram,+918267944252,West Bengal,Bhimavaram,Food Stall Owner,4,Partnership,17187.74,Seasonal,44,1468.67,13,0.65,1.22,100.0,10,199,9668.86,0.7,3,100,0.53,31,0,-0.09,6,43,11090.58,4,Own House,4,None,1,3,0,1
83a12169,Vihaan Date,+917468589205,Rajasthan,Panchkula,Domestic Worker,4,Proprietorship,31548.9,Stable,67,2108.94,20,0.78,0.87,80.52,8,199,14607.31,0.83,0,0,0.36,48,0,0.53,3,78,13090.94,4,Family,3,Two-Wheeler,1,2,0,1
539b02f0,Ati Pingle,+917517918031,Rajasthan,Agartala,Tailor,2,Partnership,41685.56,Stable,49,763.05,14,0.91,0.99,100.0,10,699,12280.69,0.81,2,50,0.31,38,1,-0.05,4,23,24135.94,2,Family,1,None,1,1,1,1
ffc90690,Ranveer Wadhwa,5541004751,West Bengal,Kirari Suleman Nagar,Food Stall Owner,4,Partnership,22722.79,Stable,51,845.31,15,0.8,1.09,100.0,10,499,10448.5,0.82,1,100,0.86,26,1,0.1,9,65,15375.65,4,Family,5,None,0,0,0,1
fd08db4d,Gavin Ramanathan,1131483193,Maharashtra,Motihari,Farmer,5,Proprietorship,45377.14,Seasonal,59,1722.12,17,0.4,1.48,81.29,8,199,1419.63,0.45,1,100,0.57,23,0,0.67,2,76,33363.37,5,Family,3,Two-Wheeler,1,3,2,1
e603f83d,Ria Mani,0256217178,Tamil Nadu,Panihati,Construction Worker,5,Partnership,43635.1,Stable,53,2168.33,15,0.85,0.95,85.23,8,699,3942.69,0.78,1,30,0.69,49,0,0.56,8,44,18001.09,5,Rented,7,Two-Wheeler,1,2,0,1
2728a8f5,Balvan Suresh,+913130780988,Rajasthan,Ozhukarai,Daily Wage Worker,6,Partnership,25385.47,Stable,27,2296.07,8,0.92,1.26,95.35,9,199,1567.82,0.85,0,50,0.63,48,0,0.7,7,58,17768.31,6,Rented,13,Goods Vehicle,1,1,1,1
da056cdf,Anthony Parikh,09666572734,Uttar Pradesh,Chennai,Artisan,7,Proprietorship,32857.45,Stable,36,819.62,10,0.7,1.08,100.0,10,199,4680.94,0.71,0,100,0.44,21,0,0.29,7,121,13440.07,7,Rented,7,Two-Wheeler,1,2,0,1
7a48a572,Lavanya Buch,1646525644,Uttar Pradesh,Muzaffarnagar,Street Vendor,3,Partnership,49890.6,Irregular,42,1755.49,12,0.7,0.83,91.49,9,299,11499.45,0.77,1,30,0.34,29,0,0.58,4,38,28752.21,3,Rented,8,None,1,1,0,1
5a940444,Jalsa Gade,+916333321081,West Bengal,North Dumdum,Farmer,5,Partnership,16066.53,Irregular,54,2668.04,16,0.62,0.86,73.41,7,299,2468.17,0.55,0,0,0.51,50,0,0.27,5,73,9508.7,5,Rented,11,None,1,3,1,1
8e3922f4,Kamala Bobal,4858891306,Tamil Nadu,Karawal Nagar,Farmer,6,Individual,18197.36,Seasonal,14,2391.62,4,0.61,1.03,93.35,9,199,3635.25,0.57,2,30,0.46,51,0,-0.17,13,86,11506.24,6,Rented,10,None,0,0,1,1
f92652ef,Isha Bhakta,1512474240,Uttar Pradesh,Avadi,Domestic Worker,9,Partnership,44545.97,Stable,50,2670.68,15,0.99,1.45,87.41,8,199,4776.49,0.92,0,30,0.32,27,0,-0.05,26,175,17906.41,9,Rented,7,None,1,3,1,1
1af55af1,Gaurika Mandal,00682019097,Rajasthan,Jalgaon,Daily Wage Worker,7,Proprietorship,43976.92,Seasonal,39,1457.06,11,1.0,0.96,96.45,9,699,4376.89,1.0,1,30,0.49,51,0,-0.03,5,38,29982.12,7,Family,6,Two-Wheeler,1,2,1,1
adeafe53,Hemangini Borde,7309206381,Uttar Pradesh,Panvel,Tailor,2,Individual,23176.87,Irregular,65,2428.06,19,0.73,0.92,72.7,7,499,8027.1,0.81,2,50,0.38,60,1,0.57,5,38,12691.82,2,Rented,1,None,0,0,2,1
